 SALE PRICE ,BUILDING CLASS CATEGORY
"889,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"870,000",02  TWO FAMILY DWELLINGS                    
"720,000",02  TWO FAMILY DWELLINGS                    
"1,320,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,425,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,112,700",02  TWO FAMILY DWELLINGS                    
"810,000",02  TWO FAMILY DWELLINGS                    
"695,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,350,000",02  TWO FAMILY DWELLINGS                    
"1,400,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"900,000",02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
"900,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,150,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"800,000",02  TWO FAMILY DWELLINGS                    
"800,000",02  TWO FAMILY DWELLINGS                    
"2,510,000",02  TWO FAMILY DWELLINGS                    
"1,485,000",02  TWO FAMILY DWELLINGS                    
"765,000",02  TWO FAMILY DWELLINGS                    
"1,250,000",02  TWO FAMILY DWELLINGS                    
"520,000",02  TWO FAMILY DWELLINGS                    
"1,185,000",02  TWO FAMILY DWELLINGS                    
"85,000",02  TWO FAMILY DWELLINGS                    
"1,300,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,030,000",02  TWO FAMILY DWELLINGS                    
"1,360,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"840,000",02  TWO FAMILY DWELLINGS                    
"1,135,000",02  TWO FAMILY DWELLINGS                    
"560,000",02  TWO FAMILY DWELLINGS                    
"1,050,000",02  TWO FAMILY DWELLINGS                    
"1,600,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"985,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,195,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"35,000",02  TWO FAMILY DWELLINGS                    
"1,100,000",02  TWO FAMILY DWELLINGS                    
"1,500,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,400,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"586,967",02  TWO FAMILY DWELLINGS                    
"876,000",02  TWO FAMILY DWELLINGS                    
"841,074",02  TWO FAMILY DWELLINGS                    
"1,225,000",02  TWO FAMILY DWELLINGS                    
"951,500",02  TWO FAMILY DWELLINGS                    
"1,710,000",02  TWO FAMILY DWELLINGS                    
"1,620,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,600,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,650,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,507,825",02  TWO FAMILY DWELLINGS                    
"1,400,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,500,000",02  TWO FAMILY DWELLINGS                    
"1,200,000",02  TWO FAMILY DWELLINGS                    
"975,000",02  TWO FAMILY DWELLINGS                    
"930,000",02  TWO FAMILY DWELLINGS                    
"1,316,500",02  TWO FAMILY DWELLINGS                    
"880,000",02  TWO FAMILY DWELLINGS                    
"1,650,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"920,000",02  TWO FAMILY DWELLINGS                    
"890,000",02  TWO FAMILY DWELLINGS                    
"990,000",02  TWO FAMILY DWELLINGS                    
"1,015,000",02  TWO FAMILY DWELLINGS                    
"1,280,000",02  TWO FAMILY DWELLINGS                    
"1,850,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,200,000",02  TWO FAMILY DWELLINGS                    
"525,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"50,000",02  TWO FAMILY DWELLINGS                    
"995,000",02  TWO FAMILY DWELLINGS                    
"1,775,000",02  TWO FAMILY DWELLINGS                    
"850,000",02  TWO FAMILY DWELLINGS                    
"1,135,000",02  TWO FAMILY DWELLINGS                    
10,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,175,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,300,000",02  TWO FAMILY DWELLINGS                    
"2,266,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,385,000",02  TWO FAMILY DWELLINGS                    
"975,000",02  TWO FAMILY DWELLINGS                    
"825,000",02  TWO FAMILY DWELLINGS                    
"1,488,000",02  TWO FAMILY DWELLINGS                    
"500,000",02  TWO FAMILY DWELLINGS                    
"500,000",02  TWO FAMILY DWELLINGS                    
"940,000",02  TWO FAMILY DWELLINGS                    
"730,000",02  TWO FAMILY DWELLINGS                    
"1,230,000",02  TWO FAMILY DWELLINGS                    
"1,050,000",02  TWO FAMILY DWELLINGS                    
"1,145,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,060,000",02  TWO FAMILY DWELLINGS                    
"1,500,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,230,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"825,000",02  TWO FAMILY DWELLINGS                    
"900,000",02  TWO FAMILY DWELLINGS                    
"750,000",02  TWO FAMILY DWELLINGS                    
"640,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"999,500",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"915,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"660,000",02  TWO FAMILY DWELLINGS                    
"350,000",02  TWO FAMILY DWELLINGS                    
"260,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"760,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"615,000",02  TWO FAMILY DWELLINGS                    
"475,000",02  TWO FAMILY DWELLINGS                    
"190,000",02  TWO FAMILY DWELLINGS                    
"645,000",02  TWO FAMILY DWELLINGS                    
"870,000",02  TWO FAMILY DWELLINGS                    
"1,100,000",02  TWO FAMILY DWELLINGS                    
"680,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
500,02  TWO FAMILY DWELLINGS                    
"310,000",02  TWO FAMILY DWELLINGS                    
"1,100,000",02  TWO FAMILY DWELLINGS                    
"1,110,000",02  TWO FAMILY DWELLINGS                    
"850,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"253,500",02  TWO FAMILY DWELLINGS                    
"1,275,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"940,000",02  TWO FAMILY DWELLINGS                    
"900,500",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"750,000",02  TWO FAMILY DWELLINGS                    
"1,400,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,101,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"785,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
100,02  TWO FAMILY DWELLINGS                    
"1,200,000",02  TWO FAMILY DWELLINGS                    
"461,491",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"726,000",02  TWO FAMILY DWELLINGS                    
"1,750,000",02  TWO FAMILY DWELLINGS                    
"1,865,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"300,000",02  TWO FAMILY DWELLINGS                    
"1,100,000",02  TWO FAMILY DWELLINGS                    
"2,080,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,785,000",02  TWO FAMILY DWELLINGS                    
"950,000",02  TWO FAMILY DWELLINGS                    
10,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,800,000",02  TWO FAMILY DWELLINGS                    
"1,749,000",02  TWO FAMILY DWELLINGS                    
"1,800,000",02  TWO FAMILY DWELLINGS                    
"1,110,000",02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,140,000",02  TWO FAMILY DWELLINGS                    
"910,000",02  TWO FAMILY DWELLINGS                    
"400,000",02  TWO FAMILY DWELLINGS                    
"1,640,000",02  TWO FAMILY DWELLINGS                    
"1,350,000",02  TWO FAMILY DWELLINGS                    
"1,300,000",02  TWO FAMILY DWELLINGS                    
"600,000",02  TWO FAMILY DWELLINGS                    
"1,450,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"2,410,000",02  TWO FAMILY DWELLINGS                    
"715,700",02  TWO FAMILY DWELLINGS                    
"40,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,392,000",02  TWO FAMILY DWELLINGS                    
"665,000",02  TWO FAMILY DWELLINGS                    
"1,250,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"820,000",02  TWO FAMILY DWELLINGS                    
"849,750",02  TWO FAMILY DWELLINGS                    
"1,390,000",02  TWO FAMILY DWELLINGS                    
"1,875,000",02  TWO FAMILY DWELLINGS                    
"1,525,000",02  TWO FAMILY DWELLINGS                    
"925,000",02  TWO FAMILY DWELLINGS                    
"785,000",02  TWO FAMILY DWELLINGS                    
"250,000",02  TWO FAMILY DWELLINGS                    
"1,360,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,660,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"385,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"235,513",02  TWO FAMILY DWELLINGS                    
"690,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
10,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"971,645",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,889,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,649,000",02  TWO FAMILY DWELLINGS                    
"1,210,000",02  TWO FAMILY DWELLINGS                    
"325,000",02  TWO FAMILY DWELLINGS                    
10,02  TWO FAMILY DWELLINGS                    
"800,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,090,000",02  TWO FAMILY DWELLINGS                    
"500,000",02  TWO FAMILY DWELLINGS                    
"1,150,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"896,000",02  TWO FAMILY DWELLINGS                    
"1,120,000",02  TWO FAMILY DWELLINGS                    
"860,000",02  TWO FAMILY DWELLINGS                    
"250,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,135,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"2,150,000",02  TWO FAMILY DWELLINGS                    
"510,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"999,999",02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
"1,500,000",02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
"999,900",02  TWO FAMILY DWELLINGS                    
"911,320",02  TWO FAMILY DWELLINGS                    
"1,900,000",02  TWO FAMILY DWELLINGS                    
"1,100,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,200,000",02  TWO FAMILY DWELLINGS                    
