 SALE PRICE ,BUILDING CLASS CATEGORY
 .   ,06  TAX CLASS 1 . OTHER                     
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,200,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"990,000",07  RENTALS . WALKUP APARTMENTS             
"1,625,000",07  RENTALS . WALKUP APARTMENTS             
"100,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"800,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,350,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"2,600,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,550,000",07  RENTALS . WALKUP APARTMENTS             
"1,300,155",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"4,600,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,845,000",07  RENTALS . WALKUP APARTMENTS             
"1,285,000",07  RENTALS . WALKUP APARTMENTS             
"1,400,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"400,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,000,000",07  RENTALS . WALKUP APARTMENTS             
"1,300,000",07  RENTALS . WALKUP APARTMENTS             
"1,200,000",07  RENTALS . WALKUP APARTMENTS             
"2,600,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,07  RENTALS . WALKUP APARTMENTS             
"1,355,500",07  RENTALS . WALKUP APARTMENTS             
"6,400,000",07  RENTALS . WALKUP APARTMENTS             
 .   ,08  RENTALS . ELEVATOR APARTMENTS           
"15,200,000",08  RENTALS . ELEVATOR APARTMENTS           
 .   ,08  RENTALS . ELEVATOR APARTMENTS           
"187,500",09  COOPS . WALKUP APARTMENTS               
"318,000",09  COOPS . WALKUP APARTMENTS               
"215,000",09  COOPS . WALKUP APARTMENTS               
"180,000",09  COOPS . WALKUP APARTMENTS               
"231,000",09  COOPS . WALKUP APARTMENTS               
"220,000",09  COOPS . WALKUP APARTMENTS               
"247,500",09  COOPS . WALKUP APARTMENTS               
"500,000",09  COOPS . WALKUP APARTMENTS               
"445,000",09  COOPS . WALKUP APARTMENTS               
 .   ,09  COOPS . WALKUP APARTMENTS               
"485,000",09  COOPS . WALKUP APARTMENTS               
 .   ,09  COOPS . WALKUP APARTMENTS               
"240,000",09  COOPS . WALKUP APARTMENTS               
"226,000",09  COOPS . WALKUP APARTMENTS               
"492,000",09  COOPS . WALKUP APARTMENTS               
"300,000",09  COOPS . WALKUP APARTMENTS               
"500,000",09  COOPS . WALKUP APARTMENTS               
"205,000",09  COOPS . WALKUP APARTMENTS               
"197,000",09  COOPS . WALKUP APARTMENTS               
"290,500",09  COOPS . WALKUP APARTMENTS               
"580,000",09  COOPS . WALKUP APARTMENTS               
"290,500",09  COOPS . WALKUP APARTMENTS               
"585,000",09  COOPS . WALKUP APARTMENTS               
"550,000",09  COOPS . WALKUP APARTMENTS               
"382,000",09  COOPS . WALKUP APARTMENTS               
"415,000",09  COOPS . WALKUP APARTMENTS               
"155,000",09  COOPS . WALKUP APARTMENTS               
"575,000",09  COOPS . WALKUP APARTMENTS               
"185,000",09  COOPS . WALKUP APARTMENTS               
"550,000",09  COOPS . WALKUP APARTMENTS               
"180,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"299,900",10  COOPS . ELEVATOR APARTMENTS             
"350,000",10  COOPS . ELEVATOR APARTMENTS             
"349,000",10  COOPS . ELEVATOR APARTMENTS             
"250,000",10  COOPS . ELEVATOR APARTMENTS             
"297,000",10  COOPS . ELEVATOR APARTMENTS             
"265,000",10  COOPS . ELEVATOR APARTMENTS             
"265,000",10  COOPS . ELEVATOR APARTMENTS             
"240,000",10  COOPS . ELEVATOR APARTMENTS             
"550,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"220,000",10  COOPS . ELEVATOR APARTMENTS             
"215,000",10  COOPS . ELEVATOR APARTMENTS             
"200,000",10  COOPS . ELEVATOR APARTMENTS             
"400,000",10  COOPS . ELEVATOR APARTMENTS             
"285,000",10  COOPS . ELEVATOR APARTMENTS             
"499,000",10  COOPS . ELEVATOR APARTMENTS             
"450,000",10  COOPS . ELEVATOR APARTMENTS             
"17,500",10  COOPS . ELEVATOR APARTMENTS             
"253,000",10  COOPS . ELEVATOR APARTMENTS             
"240,000",10  COOPS . ELEVATOR APARTMENTS             
"235,000",10  COOPS . ELEVATOR APARTMENTS             
"189,000",10  COOPS . ELEVATOR APARTMENTS             
"258,000",10  COOPS . ELEVATOR APARTMENTS             
"185,000",10  COOPS . ELEVATOR APARTMENTS             
"290,000",10  COOPS . ELEVATOR APARTMENTS             
"355,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"258,000",10  COOPS . ELEVATOR APARTMENTS             
"325,000",10  COOPS . ELEVATOR APARTMENTS             
"315,000",10  COOPS . ELEVATOR APARTMENTS             
"300,000",10  COOPS . ELEVATOR APARTMENTS             
"465,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"295,000",10  COOPS . ELEVATOR APARTMENTS             
"250,000",10  COOPS . ELEVATOR APARTMENTS             
"230,000",10  COOPS . ELEVATOR APARTMENTS             
"225,000",10  COOPS . ELEVATOR APARTMENTS             
"235,000",10  COOPS . ELEVATOR APARTMENTS             
"170,000",10  COOPS . ELEVATOR APARTMENTS             
"410,000",10  COOPS . ELEVATOR APARTMENTS             
"360,000",10  COOPS . ELEVATOR APARTMENTS             
"250,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"155,000",10  COOPS . ELEVATOR APARTMENTS             
"282,020",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"315,000",10  COOPS . ELEVATOR APARTMENTS             
"448,351",10  COOPS . ELEVATOR APARTMENTS             
"532,274",10  COOPS . ELEVATOR APARTMENTS             
"210,000",10  COOPS . ELEVATOR APARTMENTS             
"495,002",10  COOPS . ELEVATOR APARTMENTS             
"385,000",10  COOPS . ELEVATOR APARTMENTS             
"276,500",10  COOPS . ELEVATOR APARTMENTS             
"290,000",10  COOPS . ELEVATOR APARTMENTS             
"137,000",10  COOPS . ELEVATOR APARTMENTS             
"200,000",10  COOPS . ELEVATOR APARTMENTS             
"270,000",10  COOPS . ELEVATOR APARTMENTS             
"141,800",10  COOPS . ELEVATOR APARTMENTS             
"323,000",10  COOPS . ELEVATOR APARTMENTS             
"467,000",10  COOPS . ELEVATOR APARTMENTS             
"165,000",10  COOPS . ELEVATOR APARTMENTS             
"179,000",10  COOPS . ELEVATOR APARTMENTS             
"239,000",10  COOPS . ELEVATOR APARTMENTS             
"463,000",10  COOPS . ELEVATOR APARTMENTS             
"370,000",10  COOPS . ELEVATOR APARTMENTS             
"345,000",10  COOPS . ELEVATOR APARTMENTS             
"389,000",10  COOPS . ELEVATOR APARTMENTS             
"265,000",10  COOPS . ELEVATOR APARTMENTS             
"200,000",10  COOPS . ELEVATOR APARTMENTS             
"195,000",10  COOPS . ELEVATOR APARTMENTS             
"155,000",10  COOPS . ELEVATOR APARTMENTS             
"266,000",10  COOPS . ELEVATOR APARTMENTS             
"344,415",10  COOPS . ELEVATOR APARTMENTS             
"195,000",10  COOPS . ELEVATOR APARTMENTS             
"155,000",10  COOPS . ELEVATOR APARTMENTS             
"170,000",10  COOPS . ELEVATOR APARTMENTS             
"120,000",10  COOPS . ELEVATOR APARTMENTS             
"236,000",10  COOPS . ELEVATOR APARTMENTS             
"360,000",10  COOPS . ELEVATOR APARTMENTS             
"420,000",10  COOPS . ELEVATOR APARTMENTS             
"290,000",10  COOPS . ELEVATOR APARTMENTS             
"458,000",10  COOPS . ELEVATOR APARTMENTS             
"385,000",10  COOPS . ELEVATOR APARTMENTS             
"186,000",10  COOPS . ELEVATOR APARTMENTS             
"242,000",10  COOPS . ELEVATOR APARTMENTS             
"255,000",10  COOPS . ELEVATOR APARTMENTS             
"554,850",10  COOPS . ELEVATOR APARTMENTS             
"326,613",10  COOPS . ELEVATOR APARTMENTS             
"255,000",10  COOPS . ELEVATOR APARTMENTS             
"501,000",10  COOPS . ELEVATOR APARTMENTS             
"245,000",10  COOPS . ELEVATOR APARTMENTS             
"265,000",10  COOPS . ELEVATOR APARTMENTS             
"565,000",10  COOPS . ELEVATOR APARTMENTS             
"255,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"550,000",10  COOPS . ELEVATOR APARTMENTS             
"601,000",10  COOPS . ELEVATOR APARTMENTS             
"250,000",10  COOPS . ELEVATOR APARTMENTS             
"240,000",10  COOPS . ELEVATOR APARTMENTS             
"270,000",10  COOPS . ELEVATOR APARTMENTS             
"295,000",10  COOPS . ELEVATOR APARTMENTS             
"345,000",10  COOPS . ELEVATOR APARTMENTS             
"280,000",10  COOPS . ELEVATOR APARTMENTS             
"238,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"317,500",10  COOPS . ELEVATOR APARTMENTS             
"249,999",10  COOPS . ELEVATOR APARTMENTS             
"330,000",10  COOPS . ELEVATOR APARTMENTS             
"523,000",10  COOPS . ELEVATOR APARTMENTS             
"400,000",10  COOPS . ELEVATOR APARTMENTS             
"475,000",10  COOPS . ELEVATOR APARTMENTS             
"420,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"359,000",10  COOPS . ELEVATOR APARTMENTS             
"359,000",10  COOPS . ELEVATOR APARTMENTS             
"375,000",10  COOPS . ELEVATOR APARTMENTS             
"219,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"457,500",10  COOPS . ELEVATOR APARTMENTS             
"340,000",10  COOPS . ELEVATOR APARTMENTS             
"319,000",10  COOPS . ELEVATOR APARTMENTS             
"465,000",10  COOPS . ELEVATOR APARTMENTS             
"255,000",10  COOPS . ELEVATOR APARTMENTS             
"304,000",10  COOPS . ELEVATOR APARTMENTS             
"145,000",10  COOPS . ELEVATOR APARTMENTS             
"89,500",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"170,000",10  COOPS . ELEVATOR APARTMENTS             
"195,000",10  COOPS . ELEVATOR APARTMENTS             
"179,000",10  COOPS . ELEVATOR APARTMENTS             
"190,000",10  COOPS . ELEVATOR APARTMENTS             
"180,000",10  COOPS . ELEVATOR APARTMENTS             
"690,000",10  COOPS . ELEVATOR APARTMENTS             
"270,000",10  COOPS . ELEVATOR APARTMENTS             
"138,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"285,000",10  COOPS . ELEVATOR APARTMENTS             
"520,000",10  COOPS . ELEVATOR APARTMENTS             
"180,000",10  COOPS . ELEVATOR APARTMENTS             
"150,000",10  COOPS . ELEVATOR APARTMENTS             
"825,000",10  COOPS . ELEVATOR APARTMENTS             
"900,000",10  COOPS . ELEVATOR APARTMENTS             
"400,000",10  COOPS . ELEVATOR APARTMENTS             
"150,000",10  COOPS . ELEVATOR APARTMENTS             
"499,000",10  COOPS . ELEVATOR APARTMENTS             
"415,000",10  COOPS . ELEVATOR APARTMENTS             
"410,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"170,000",10  COOPS . ELEVATOR APARTMENTS             
"299,000",10  COOPS . ELEVATOR APARTMENTS             
"297,000",10  COOPS . ELEVATOR APARTMENTS             
"335,000",10  COOPS . ELEVATOR APARTMENTS             
"515,000",10  COOPS . ELEVATOR APARTMENTS             
"650,000",10  COOPS . ELEVATOR APARTMENTS             
"235,000",10  COOPS . ELEVATOR APARTMENTS             
"415,000",10  COOPS . ELEVATOR APARTMENTS             
"290,000",10  COOPS . ELEVATOR APARTMENTS             
"300,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"322,500",10  COOPS . ELEVATOR APARTMENTS             
"290,452",10  COOPS . ELEVATOR APARTMENTS             
"315,000",10  COOPS . ELEVATOR APARTMENTS             
"299,000",10  COOPS . ELEVATOR APARTMENTS             
"465,000",10  COOPS . ELEVATOR APARTMENTS             
"355,000",10  COOPS . ELEVATOR APARTMENTS             
"400,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"375,000",10  COOPS . ELEVATOR APARTMENTS             
"395,000",10  COOPS . ELEVATOR APARTMENTS             
"426,000",10  COOPS . ELEVATOR APARTMENTS             
"175,000",10  COOPS . ELEVATOR APARTMENTS             
"195,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"505,000",10  COOPS . ELEVATOR APARTMENTS             
"340,000",10  COOPS . ELEVATOR APARTMENTS             
"530,000",10  COOPS . ELEVATOR APARTMENTS             
"330,000",10  COOPS . ELEVATOR APARTMENTS             
"155,000",10  COOPS . ELEVATOR APARTMENTS             
"210,000",10  COOPS . ELEVATOR APARTMENTS             
"220,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"157,500",10  COOPS . ELEVATOR APARTMENTS             
"252,000",10  COOPS . ELEVATOR APARTMENTS             
"218,010",10  COOPS . ELEVATOR APARTMENTS             
"278,850",10  COOPS . ELEVATOR APARTMENTS             
"269,900",10  COOPS . ELEVATOR APARTMENTS             
"265,000",10  COOPS . ELEVATOR APARTMENTS             
"154,000",10  COOPS . ELEVATOR APARTMENTS             
"245,000",10  COOPS . ELEVATOR APARTMENTS             
"349,000",10  COOPS . ELEVATOR APARTMENTS             
"225,000",10  COOPS . ELEVATOR APARTMENTS             
"290,000",10  COOPS . ELEVATOR APARTMENTS             
"614,000",10  COOPS . ELEVATOR APARTMENTS             
"290,000",10  COOPS . ELEVATOR APARTMENTS             
"339,000",10  COOPS . ELEVATOR APARTMENTS             
"335,000",10  COOPS . ELEVATOR APARTMENTS             
"249,000",10  COOPS . ELEVATOR APARTMENTS             
"245,000",10  COOPS . ELEVATOR APARTMENTS             
"425,500",10  COOPS . ELEVATOR APARTMENTS             
"230,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"240,000",10  COOPS . ELEVATOR APARTMENTS             
"312,500",10  COOPS . ELEVATOR APARTMENTS             
"375,000",10  COOPS . ELEVATOR APARTMENTS             
"430,000",10  COOPS . ELEVATOR APARTMENTS             
"360,000",10  COOPS . ELEVATOR APARTMENTS             
"410,000",10  COOPS . ELEVATOR APARTMENTS             
"225,000",10  COOPS . ELEVATOR APARTMENTS             
"20,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"600,000",10  COOPS . ELEVATOR APARTMENTS             
"442,000",10  COOPS . ELEVATOR APARTMENTS             
 .   ,10  COOPS . ELEVATOR APARTMENTS             
"580,000",10  COOPS . ELEVATOR APARTMENTS             
"670,000",10  COOPS . ELEVATOR APARTMENTS             
"349,000",10  COOPS . ELEVATOR APARTMENTS             
"375,000",10  COOPS . ELEVATOR APARTMENTS             
"275,000",10  COOPS . ELEVATOR APARTMENTS             
"259,000",10  COOPS . ELEVATOR APARTMENTS             
"223,500",10  COOPS . ELEVATOR APARTMENTS             
"245,000",10  COOPS . ELEVATOR APARTMENTS             
"289,000",10  COOPS . ELEVATOR APARTMENTS             
"279,000",10  COOPS . ELEVATOR APARTMENTS             
"272,000",10  COOPS . ELEVATOR APARTMENTS             
"785,000",13  CONDOS . ELEVATOR APARTMENTS            
"1,074,000",13  CONDOS . ELEVATOR APARTMENTS            
"745,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"685,000",13  CONDOS . ELEVATOR APARTMENTS            
"480,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
 .   ,13  CONDOS . ELEVATOR APARTMENTS            
"880,000",13  CONDOS . ELEVATOR APARTMENTS            
"690,000",13  CONDOS . ELEVATOR APARTMENTS            
"440,000",13  CONDOS . ELEVATOR APARTMENTS            
"679,000",13  CONDOS . ELEVATOR APARTMENTS            
"445,000",13  CONDOS . ELEVATOR APARTMENTS            
"424,000",13  CONDOS . ELEVATOR APARTMENTS            
 .   ,14  RENTALS . 4.10 UNIT                     
 .   ,14  RENTALS . 4.10 UNIT                     
"100,000",14  RENTALS . 4.10 UNIT                     
"2,600,000",14  RENTALS . 4.10 UNIT                     
"1,375,000",14  RENTALS . 4.10 UNIT                     
"1,545,000",14  RENTALS . 4.10 UNIT                     
 .   ,14  RENTALS . 4.10 UNIT                     
 .   ,14  RENTALS . 4.10 UNIT                     
 .   ,14  RENTALS . 4.10 UNIT                     
"1,800,000",14  RENTALS . 4.10 UNIT                     
"530,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"859,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"960,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"360,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"775,000",15  CONDOS . 2.10 UNIT RESIDENTIAL          
"415,000",17  CONDO COOPS                             
"455,000",17  CONDO COOPS                             
"390,000",17  CONDO COOPS                             
 .   ,21  OFFICE BUILDINGS                        
 .   ,21  OFFICE BUILDINGS                        
 .   ,21  OFFICE BUILDINGS                        
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
"1,640,000",22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
"6,000,000",22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
"7,050,000",22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
 .   ,22  STORE BUILDINGS                         
"2,200,000",29  COMMERCIAL GARAGES                      
"1,338,000",29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
"680,000",29  COMMERCIAL GARAGES                      
"1,338,000",29  COMMERCIAL GARAGES                      
 .   ,29  COMMERCIAL GARAGES                      
 .   ,31  COMMERCIAL VACANT LAND                  
"650,000",37  RELIGIOUS FACILITIES                    
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
 .   ,44  CONDO PARKING                           
"425,000",46  CONDO STORE BUILDINGS                   
 .   ,47  CONDO NON.BUSINESS STORAGE              
"450,000",01  ONE FAMILY DWELLINGS                    
"1,450,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"825,000",01  ONE FAMILY DWELLINGS                    
"1,102,500",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,195,000",01  ONE FAMILY DWELLINGS                    
"945,000",01  ONE FAMILY DWELLINGS                    
"499,990",01  ONE FAMILY DWELLINGS                    
"1,337,000",01  ONE FAMILY DWELLINGS                    
"1,615,000",01  ONE FAMILY DWELLINGS                    
"310,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"560,000",01  ONE FAMILY DWELLINGS                    
"830,000",01  ONE FAMILY DWELLINGS                    
"1,165,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"810,000",01  ONE FAMILY DWELLINGS                    
"720,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"560,000",01  ONE FAMILY DWELLINGS                    
"1,083,500",01  ONE FAMILY DWELLINGS                    
"690,000",01  ONE FAMILY DWELLINGS                    
"570,000",01  ONE FAMILY DWELLINGS                    
"750,000",01  ONE FAMILY DWELLINGS                    
"750,000",01  ONE FAMILY DWELLINGS                    
"310,000",01  ONE FAMILY DWELLINGS                    
"445,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"640,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"745,000",01  ONE FAMILY DWELLINGS                    
"999,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"293,000",01  ONE FAMILY DWELLINGS                    
"1,575,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,295,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"350,000",01  ONE FAMILY DWELLINGS                    
"1,055,000",01  ONE FAMILY DWELLINGS                    
"3,000",01  ONE FAMILY DWELLINGS                    
"10,000",01  ONE FAMILY DWELLINGS                    
"1,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"451,500",01  ONE FAMILY DWELLINGS                    
"451,500",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"700,000",01  ONE FAMILY DWELLINGS                    
"750,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,265,000",01  ONE FAMILY DWELLINGS                    
"1,755,000",01  ONE FAMILY DWELLINGS                    
"1,225,000",01  ONE FAMILY DWELLINGS                    
10,01  ONE FAMILY DWELLINGS                    
"270,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,000,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"318,753",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,850,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,650,000",01  ONE FAMILY DWELLINGS                    
 .   ,01  ONE FAMILY DWELLINGS                    
"1,225,000",01  ONE FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"999,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"900,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"352,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"648,300",02  TWO FAMILY DWELLINGS                    
"700,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
10,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,185,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"3,050",02  TWO FAMILY DWELLINGS                    
"955,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"980,000",02  TWO FAMILY DWELLINGS                    
"1,600,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,465,000",02  TWO FAMILY DWELLINGS                    
"350,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"625,000",02  TWO FAMILY DWELLINGS                    
"1,450,000",02  TWO FAMILY DWELLINGS                    
"1,250,000",02  TWO FAMILY DWELLINGS                    
"1,665,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"800,000",02  TWO FAMILY DWELLINGS                    
"775,000",02  TWO FAMILY DWELLINGS                    
"500,000",02  TWO FAMILY DWELLINGS                    
"15,000",02  TWO FAMILY DWELLINGS                    
"25,000",02  TWO FAMILY DWELLINGS                    
"15,000",02  TWO FAMILY DWELLINGS                    
"1,150,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"816,800",02  TWO FAMILY DWELLINGS                    
"600,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"875,500",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,050,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"915,000",02  TWO FAMILY DWELLINGS                    
"900,000",02  TWO FAMILY DWELLINGS                    
"1,500,000",02  TWO FAMILY DWELLINGS                    
"1,340,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,299,000",02  TWO FAMILY DWELLINGS                    
"1,327,000",02  TWO FAMILY DWELLINGS                    
"835,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,595,000",02  TWO FAMILY DWELLINGS                    
"680,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
10,02  TWO FAMILY DWELLINGS                    
"1,045,000",02  TWO FAMILY DWELLINGS                    
"750,000",02  TWO FAMILY DWELLINGS                    
"970,000",02  TWO FAMILY DWELLINGS                    
"500,000",02  TWO FAMILY DWELLINGS                    
"900,000",02  TWO FAMILY DWELLINGS                    
"1,385,000",02  TWO FAMILY DWELLINGS                    
"1,152,500",02  TWO FAMILY DWELLINGS                    
"1,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"835,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,295,000",02  TWO FAMILY DWELLINGS                    
"1,370,000",02  TWO FAMILY DWELLINGS                    
"920,000",02  TWO FAMILY DWELLINGS                    
 .   ,02  TWO FAMILY DWELLINGS                    
"1,790,000",02  TWO FAMILY DWELLINGS                    
